Locality,Zip code,Property type,Price,Bedrooms,Living area,Surface of the plot,Facades,Building condition,Fireplace,Equipped kitchen,Garden,Garden surface,Terrace,Terrace surface,Furnished,Swimming pool,Province,Property,Region
Oudenaarde,9600,House,215000,3.0,95.0,55.0,2.0,As new,0,1,0,0.0,1,5.0,0,0,Oost-Vlaanderen,House,Flanders
Oudenaarde,9600,House,219000,3.0,149.0,325.0,2.0,Just renovated,0,1,1,175.0,1,25.0,0,0,Oost-Vlaanderen,House,Flanders
Oudenaarde,9600,House,229000,3.0,167.0,653.0,3.0,To renovate,0,0,1,330.0,1,20.0,0,0,Oost-Vlaanderen,House,Flanders
Oudenaarde,9600,House,239000,3.0,165.0,674.0,3.0,To renovate,0,0,1,351.0,1,30.0,0,0,Oost-Vlaanderen,House,Flanders
Liège,4460,House,240000,3.0,130.0,80.0,2.0,Good,0,1,0,0.0,0,0.0,0,0,Liège,House,Wallonia
Liège,4630,House,325000,3.0,180.0,250.0,2.0,As new,0,1,0,0.0,1,100.0,0,0,Liège,House,Wallonia
Halle-Vilvoorde,1840,Town_House,342000,4.0,140.0,94.0,,Good,0,0,1,40.0,1,7.0,0,0,Vlaams-Brabant,House,Flanders
Halle-Vilvoorde,1630,Villa,375000,4.0,315.0,430.0,4.0,To be done up,0,1,1,365.0,1,40.0,0,0,Vlaams-Brabant,House,Flanders
Antwerp,2140,Apartment_Block,379900,6.0,285.0,180.0,2.0,To be done up,0,1,0,0.0,1,13.0,0,0,Antwerp,Other,Flanders
Nivelles,1410,House,395000,3.0,101.0,200.0,3.0,Good,0,1,1,100.0,1,10.0,0,0,Brabant Wallon,House,Wallonia
Brussels,1030,Mixed_Use_Building,425000,4.0,200.0,200.0,3.0,To renovate,0,1,0,0.0,0,0.0,0,0,Brussels,Other,Brussels
Brussels,1070,House,425000,3.0,155.0,200.0,3.0,To be done up,0,0,1,65.0,0,0.0,0,0,Brussels,House,Brussels
Halle-Vilvoorde,1700,House,425000,3.0,155.0,200.0,3.0,To be done up,0,0,1,65.0,0,0.0,0,0,Vlaams-Brabant,House,Flanders
Halle-Vilvoorde,1970,House,495000,3.0,144.0,828.0,3.0,To renovate,0,0,1,500.0,1,13.0,0,0,Vlaams-Brabant,House,Flanders
Brussels,1060,Apartment_Block,550000,6.0,287.0,170.0,2.0,Good,0,1,1,85.0,0,0.0,0,0,Brussels,Other,Brussels
Brussels,1060,House,550000,7.0,287.0,180.0,2.0,Good,0,1,1,85.0,0,0.0,0,0,Brussels,House,Brussels
Brussels,1160,House,625000,3.0,176.0,220.0,2.0,As new,0,1,1,155.0,1,34.0,0,0,Brussels,House,Brussels
Huy,4570,House,675000,6.0,355.0,10598.0,4.0,Good,0,0,1,10598.0,1,15.0,0,0,Liège,House,Wallonia
Brussels,1060,House,695000,4.0,255.0,157.0,2.0,To be done up,0,1,1,65.0,1,15.0,0,0,Brussels,House,Brussels
Brussels,1200,House,790000,10.0,362.0,250.0,2.0,To renovate,0,1,1,50.0,1,5.0,0,0,Brussels,House,Brussels
Brussels,1180,Villa,850000,4.0,220.0,650.0,4.0,As new,0,1,1,550.0,1,43.0,0,0,Brussels,House,Brussels
Brussels,1150,House,995000,4.0,350.0,712.0,4.0,Good,0,1,1,400.0,1,60.0,0,0,Brussels,House,Brussels
Halle-Vilvoorde,1800,Mixed_Use_Building,1250000,5.0,300.0,362.0,2.0,To be done up,0,1,0,0.0,0,0.0,0,0,Vlaams-Brabant,Other,Flanders
Brussels,1180,Exceptional_Property,1390000,6.0,439.0,930.0,2.0,Just renovated,0,1,1,660.0,1,27.0,0,0,Brussels,House,Brussels
Halle-Vilvoorde,1640,Exceptional_Property,1450000,4.0,440.0,1596.0,4.0,Good,0,1,1,1200.0,1,100.0,0,1,Vlaams-Brabant,House,Flanders
Liège,4030,House,195000,2.0,135.0,64.0,2.0,To be done up,0,1,0,0.0,1,15.0,0,0,Liège,House,Wallonia
Liège,4020,House,199000,2.0,155.0,200.0,2.0,Good,0,1,1,70.0,1,12.0,0,0,Liège,House,Wallonia
Brugge,8340,House,260000,3.0,157.0,351.0,2.0,To renovate,0,0,0,0.0,1,30.0,0,0,West-Vlaanderen,House,Flanders
Halle-Vilvoorde,1730,House,399000,4.0,187.0,552.0,3.0,Good,0,1,0,0.0,0,0.0,0,0,Vlaams-Brabant,House,Flanders
Roeselare,8870,House,498000,3.0,181.0,2503.0,,Not mentioned,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Tournai,7760,Country_Cottage,785000,8.0,430.0,9610.0,4.0,Not mentioned,0,0,0,0.0,0,0.0,0,1,Hainaut,House,Wallonia
Gent,9800,Villa,1795000,4.0,389.0,2552.0,4.0,Good,1,0,1,2005.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Charleroi,6010,House,150000,4.0,121.0,420.0,4.0,To renovate,0,0,1,320.0,0,0.0,0,0,Hainaut,House,Wallonia
Kortrijk,8570,House,259500,3.0,145.0,150.0,2.0,Good,1,1,0,0.0,1,25.0,0,0,West-Vlaanderen,House,Flanders
Leuven,3400,House,285000,3.0,120.0,572.0,3.0,Good,0,0,1,280.0,0,0.0,0,0,Vlaams-Brabant,House,Flanders
Gent,9890,House,376463,3.0,120.0,238.0,3.0,As new,0,1,1,158.0,1,14.0,0,0,Oost-Vlaanderen,House,Flanders
Gent,9890,House,399189,3.0,153.0,154.0,2.0,As new,0,1,1,49.0,1,17.0,0,0,Oost-Vlaanderen,House,Flanders
Gent,9890,House,401089,3.0,153.0,159.0,2.0,As new,0,1,1,53.0,1,17.0,0,0,Oost-Vlaanderen,House,Flanders
Sint-Niklaas,9111,House,675000,5.0,360.0,2200.0,3.0,Just renovated,0,1,1,1900.0,1,50.0,0,0,Oost-Vlaanderen,House,Flanders
Antwerp,2170,Town_House,429000,3.0,175.0,240.0,2.0,As new,0,1,1,160.0,1,20.0,0,0,Antwerp,House,Flanders
Nivelles,1332,Villa,430000,3.0,130.0,529.0,4.0,Good,0,1,1,250.0,1,35.0,0,0,Brabant Wallon,House,Wallonia
Virton,6760,House,155000,2.0,110.0,983.0,3.0,To renovate,0,0,1,900.0,0,0.0,0,0,Luxembourg,House,Wallonia
Antwerp,2840,House,329000,2.0,115.0,125.0,2.0,Good,0,0,0,0.0,1,19.0,0,0,Antwerp,House,Flanders
Virton,6767,House,330000,4.0,140.0,1250.0,4.0,Good,0,0,1,1000.0,1,20.0,0,0,Luxembourg,House,Wallonia
Brussels,1070,House,475000,4.0,195.0,495.0,2.0,Good,0,1,1,350.0,1,5.0,0,0,Brussels,House,Brussels
Aalst,9320,House,550000,4.0,248.0,,3.0,Not mentioned,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Brussels,1020,Villa,599000,4.0,200.0,1200.0,4.0,To renovate,0,1,1,1000.0,1,120.0,0,0,Brussels,House,Brussels
Oostend,8420,Villa,645000,4.0,568.0,2263.0,,Good,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Antwerp,2140,House,489900,4.0,200.0,168.0,2.0,Good,0,1,1,65.0,1,8.0,0,0,Antwerp,House,Flanders
Liège,4000,House,159000,2.0,142.0,158.0,2.0,Good,0,0,1,73.0,1,13.0,0,0,Liège,House,Wallonia
Gent,9032,House,360000,4.0,193.0,320.0,3.0,To renovate,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Dendermonde,9280,House,389000,4.0,154.0,1510.0,4.0,Good,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Brugge,8200,House,390000,5.0,189.0,181.0,4.0,Good,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Gent,9040,House,399000,3.0,134.0,90.0,4.0,Good,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Leuven,3080,House,470000,4.0,156.0,191.0,2.0,As new,0,1,1,70.0,1,20.0,0,0,Vlaams-Brabant,House,Flanders
Brugge,8370,Villa,595000,3.0,204.0,676.0,4.0,As new,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Brussels,1170,House,599000,4.0,215.0,180.0,2.0,To renovate,0,1,1,60.0,1,16.0,0,0,Brussels,House,Brussels
Brussels,1000,Apartment_Block,675000,6.0,365.0,136.0,2.0,To renovate,0,0,0,0.0,1,17.0,0,0,Brussels,Other,Brussels
Nivelles,1410,Villa,945000,5.0,280.0,2119.0,4.0,Good,0,1,1,2119.0,0,0.0,0,1,Brabant Wallon,House,Wallonia
Brugge,8000,House,285000,1.0,85.0,85.0,,Just renovated,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Gent,9800,House,324500,3.0,109.0,196.0,2.0,Just renovated,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Mechelen,2220,House,325000,3.0,186.0,101.0,,Just renovated,0,1,0,0.0,0,0.0,0,0,Antwerp,House,Flanders
Arlon,6780,House,415000,4.0,168.0,810.0,4.0,Good,0,0,0,0.0,1,20.0,0,0,Luxembourg,House,Wallonia
Turnhout,2235,House,449000,3.0,140.0,462.0,3.0,As new,0,1,0,0.0,0,0.0,0,0,Antwerp,House,Flanders
Tongeren,3830,Villa,465000,3.0,225.0,13263.0,,Not mentioned,0,0,0,0.0,1,4.0,0,0,Limburg,House,Flanders
Kortrijk,8790,Villa,498000,3.0,150.0,861.0,4.0,Not mentioned,1,1,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Brugge,8000,Mansion,849000,4.0,178.0,85.0,4.0,As new,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Kortrijk,8501,House,995000,3.0,260.0,,,As new,0,1,0,0.0,1,50.0,0,0,West-Vlaanderen,House,Flanders
Gent,9000,House,999000,4.0,180.0,127.0,2.0,As new,0,1,1,52.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Liège,4460,Bungalow,240000,2.0,133.0,406.0,3.0,Just renovated,0,1,1,250.0,1,40.0,0,1,Liège,House,Wallonia
Oudenaarde,9600,House,189000,5.0,300.0,209.0,,To renovate,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Mechelen,2860,House,315000,3.0,145.0,585.0,,Not mentioned,0,0,0,0.0,0,0.0,0,0,Antwerp,House,Flanders
Halle-Vilvoorde,1880,House,365000,3.0,186.0,,3.0,To renovate,0,0,0,0.0,0,0.0,0,0,Vlaams-Brabant,House,Flanders
Antwerp,2640,House,448000,3.0,162.0,186.0,,Good,0,0,0,0.0,0,0.0,0,0,Antwerp,House,Flanders
Kortrijk,8531,Country_Cottage,595000,3.0,1250.0,22500.0,4.0,To renovate,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Antwerp,2930,Villa,690000,3.0,190.0,947.0,4.0,Good,1,1,0,0.0,0,0.0,0,0,Antwerp,House,Flanders
Halle-Vilvoorde,1800,Villa,699000,4.0,175.0,975.0,4.0,Good,1,1,1,400.0,1,100.0,0,1,Vlaams-Brabant,House,Flanders
Nivelles,1420,Villa,799000,4.0,397.0,1871.0,4.0,As new,0,1,1,550.0,1,143.0,0,0,Brabant Wallon,House,Wallonia
Charleroi,6224,House,165000,2.0,100.0,335.0,2.0,To be done up,0,0,0,0.0,0,0.0,0,0,Hainaut,House,Wallonia
Neufchâteau,6850,House,165000,3.0,150.0,335.0,3.0,Good,0,1,0,0.0,0,0.0,0,0,Luxembourg,House,Wallonia
Charleroi,6060,House,195000,3.0,150.0,510.0,3.0,Good,0,0,1,326.0,0,0.0,0,0,Hainaut,House,Wallonia
Mechelen,2830,House,205000,2.0,118.0,130.0,2.0,To renovate,0,0,1,63.0,0,0.0,0,0,Antwerp,House,Flanders
Oostend,8470,House,259000,5.0,168.0,573.0,,Good,0,0,1,260.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Tielt,8700,House,325000,5.0,216.0,396.0,,Good,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Brussels,1200,House,625000,5.0,216.0,135.0,2.0,Good,0,0,1,60.0,1,25.0,0,0,Brussels,House,Brussels
Halle-Vilvoorde,1500,House,689000,6.0,292.0,2482.0,4.0,Good,0,1,1,1050.0,1,25.0,0,0,Vlaams-Brabant,House,Flanders
Mechelen,2220,House,312000,3.0,123.0,218.0,3.0,Good,0,0,0,0.0,1,21.0,0,0,Antwerp,House,Flanders
Antwerp,2660,Town_House,399000,4.0,201.0,208.0,2.0,To renovate,0,0,1,100.0,0,0.0,0,0,Antwerp,House,Flanders
Aalst,9550,House,219000,3.0,131.0,2260.0,4.0,To renovate,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Liège,4032,House,249000,3.0,120.0,145.0,2.0,As new,0,1,1,65.0,1,20.0,0,0,Liège,House,Wallonia
Antwerp,2040,House,275000,3.0,152.0,751.0,,To renovate,0,1,1,751.0,0,0.0,0,0,Antwerp,House,Flanders
Neufchâteau,6800,House,385000,4.0,214.0,1382.0,4.0,Not mentioned,0,0,0,0.0,0,0.0,0,0,Luxembourg,House,Wallonia
Roeselare,8840,Villa,449000,5.0,262.0,1658.0,4.0,As new,0,0,1,1458.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Gent,9050,House,539000,3.0,140.0,98.0,2.0,Just renovated,0,1,0,0.0,1,30.0,0,0,Oost-Vlaanderen,House,Flanders
Brussels,1060,Mixed_Use_Building,545000,6.0,300.0,250.0,2.0,Good,0,1,1,20.0,0,0.0,0,0,Brussels,Other,Brussels
Kortrijk,8500,House,595000,4.0,211.0,236.0,,As new,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Liège,4460,House,169000,2.0,110.0,290.0,3.0,To renovate,0,1,1,178.0,1,25.0,0,0,Liège,House,Wallonia
Liège,4400,House,185000,2.0,125.0,200.0,2.0,Good,0,1,1,150.0,1,10.0,0,0,Liège,House,Wallonia
Ath,7800,Mansion,499000,5.0,321.0,891.0,4.0,Good,0,1,1,515.0,1,40.0,0,1,Hainaut,House,Wallonia
Nivelles,1420,House,975000,7.0,465.0,1960.0,4.0,Good,1,0,1,477.0,0,0.0,0,0,Brabant Wallon,House,Wallonia
Halle-Vilvoorde,1640,House,975000,7.0,465.0,1960.0,4.0,Good,1,0,1,477.0,0,0.0,0,0,Vlaams-Brabant,House,Flanders
Ieper,8950,House,195000,2.0,158.0,,2.0,Good,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Tongeren,3840,House,225000,3.0,,143.0,,Not mentioned,0,0,0,0.0,1,15.0,0,0,Limburg,House,Flanders
Aalst,9320,House,320000,4.0,215.0,192.0,2.0,Good,0,1,0,0.0,1,50.0,0,0,Oost-Vlaanderen,House,Flanders
Charleroi,6280,House,325000,4.0,135.0,,4.0,Good,0,1,0,0.0,0,0.0,0,0,Hainaut,House,Wallonia
Diksmuide,8680,House,355000,4.0,216.0,1083.0,3.0,As new,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Gent,9000,House,540000,3.0,239.0,102.0,2.0,Good,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Gent,9800,Mixed_Use_Building,550000,,157.0,328.0,2.0,Good,0,1,1,70.0,0,0.0,0,0,Oost-Vlaanderen,Other,Flanders
Turnhout,2328,House,749000,4.0,321.0,9756.0,4.0,As new,0,0,0,0.0,0,0.0,0,0,Antwerp,House,Flanders
Brugge,8000,House,795000,8.0,386.0,160.0,,To renovate,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Brussels,1150,House,960000,6.0,422.0,300.0,2.0,To be done up,0,1,1,130.0,0,0.0,0,0,Brussels,House,Brussels
Kortrijk,8530,House,329000,4.0,162.0,301.0,,Just renovated,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Huy,4540,House,349000,4.0,174.0,1940.0,,Good,0,1,1,1774.0,1,40.0,0,0,Liège,House,Wallonia
Gent,9831,House,375000,3.0,227.0,924.0,3.0,To renovate,0,0,1,764.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Brugge,8301,House,455000,4.0,184.0,235.0,3.0,Good,1,1,1,120.0,1,25.0,0,0,West-Vlaanderen,House,Flanders
Liège,4100,House,218000,3.0,175.0,215.0,2.0,Good,0,1,1,95.0,1,32.0,0,0,Liège,House,Wallonia
Oudenaarde,9600,House,229000,3.0,188.0,80.0,2.0,Just renovated,0,1,0,0.0,1,15.0,0,0,Oost-Vlaanderen,House,Flanders
Antwerp,2650,House,1450000,4.0,360.0,703.0,4.0,Just renovated,0,1,1,315.0,0,0.0,0,0,Antwerp,House,Flanders
Liège,4100,House,218000,3.0,118.0,140.0,2.0,As new,0,0,1,35.0,1,15.0,0,0,Liège,House,Wallonia
Liège,4040,House,260000,3.0,137.0,104.0,2.0,Good,0,1,0,0.0,0,0.0,0,0,Liège,House,Wallonia
Diksmuide,8600,House,329000,4.0,233.0,868.0,,Good,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Oudenaarde,9630,Villa,995000,6.0,561.0,4925.0,,Good,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Oudenaarde,9667,Villa,995000,6.0,561.0,4925.0,,Good,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Charleroi,6042,House,219000,3.0,150.0,200.0,2.0,Good,0,1,1,70.0,1,20.0,0,0,Hainaut,House,Wallonia
Liège,4420,House,250000,4.0,215.0,220.0,2.0,Not mentioned,0,1,0,0.0,1,41.0,0,0,Liège,House,Wallonia
Antwerp,2170,House,449500,3.0,202.0,174.0,2.0,Not mentioned,0,1,0,0.0,0,0.0,0,0,Antwerp,House,Flanders
Gent,9000,Mansion,1985000,,350.0,350.0,,Good,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Liège,4101,House,129000,4.0,123.0,135.0,2.0,Good,0,0,1,41.0,1,20.0,0,0,Liège,House,Wallonia
Dinant,5580,House,149000,4.0,305.0,301.0,3.0,To be done up,0,0,0,0.0,1,16.0,0,0,Namur,House,Wallonia
Liège,4000,House,159000,3.0,88.0,255.0,3.0,To renovate,0,0,1,135.0,0,0.0,0,0,Liège,House,Wallonia
Liège,4100,House,179900,4.0,140.0,130.0,2.0,Just renovated,0,1,1,50.0,0,0.0,0,0,Liège,House,Wallonia
Liège,4040,House,190000,3.0,117.0,331.0,3.0,Just renovated,0,1,1,118.0,1,30.0,0,0,Liège,House,Wallonia
Antwerp,2100,Mixed_Use_Building,199000,2.0,84.0,190.0,2.0,Just renovated,0,1,0,0.0,0,0.0,0,0,Antwerp,Other,Flanders
Halle-Vilvoorde,1933,House,245000,3.0,140.0,713.0,2.0,To renovate,0,0,1,650.0,1,50.0,0,0,Vlaams-Brabant,House,Flanders
Aalst,9520,House,249000,4.0,183.0,862.0,4.0,To renovate,0,0,1,700.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Halle-Vilvoorde,1790,House,275000,3.0,120.0,220.0,2.0,To be done up,0,1,1,70.0,1,15.0,0,0,Vlaams-Brabant,House,Flanders
Halle-Vilvoorde,1570,Bungalow,289000,2.0,125.0,1000.0,4.0,To be done up,0,1,1,750.0,1,30.0,0,0,Vlaams-Brabant,House,Flanders
Nivelles,1430,Villa,290000,5.0,123.0,545.0,4.0,To renovate,0,0,1,240.0,1,40.0,0,0,Brabant Wallon,House,Wallonia
Gent,9040,House,295000,4.0,144.0,110.0,2.0,To renovate,0,0,0,0.0,1,18.0,0,0,Oost-Vlaanderen,House,Flanders
Leuven,3320,House,325000,3.0,150.0,480.0,3.0,Good,0,1,1,280.0,1,30.0,0,0,Vlaams-Brabant,House,Flanders
Gent,9050,House,339000,3.0,90.0,60.0,,Just renovated,0,0,0,0.0,1,14.0,1,0,Oost-Vlaanderen,House,Flanders
Huy,4218,House,342500,3.0,158.0,910.0,4.0,To renovate,0,1,1,688.0,1,85.0,0,0,Liège,House,Wallonia
Oudenaarde,9700,Country_Cottage,345000,3.0,302.0,34690.0,4.0,To renovate,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Antwerp,2060,Apartment_Block,379900,6.0,285.0,180.0,2.0,To be done up,0,1,0,0.0,1,13.0,0,0,Antwerp,Other,Flanders
Neufchâteau,6850,Apartment_Block,389000,3.0,260.0,403.0,3.0,Good,0,0,1,200.0,1,24.0,0,0,Luxembourg,Other,Wallonia
Brussels,1030,Mixed_Use_Building,410000,3.0,257.0,60.0,2.0,To be done up,0,0,0,0.0,0,0.0,0,0,Brussels,Other,Brussels
Gent,9940,House,415000,4.0,150.0,510.0,,Good,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Liège,4120,Villa,449000,3.0,260.0,1587.0,4.0,To be done up,1,1,1,1330.0,1,20.0,0,0,Liège,House,Wallonia
Halle-Vilvoorde,1853,House,499000,4.0,141.0,548.0,3.0,To renovate,0,0,0,0.0,0,0.0,0,0,Vlaams-Brabant,House,Flanders
Brussels,1070,House,545000,3.0,140.0,155.0,2.0,As new,0,1,1,85.0,1,21.0,0,0,Brussels,House,Brussels
Oudenaarde,9600,Exceptional_Property,555000,4.0,350.0,7076.0,4.0,To be done up,0,0,1,6500.0,1,50.0,0,0,Oost-Vlaanderen,House,Flanders
Nivelles,1315,House,625000,5.0,290.0,1880.0,4.0,Good,0,1,1,1550.0,1,68.0,0,0,Brabant Wallon,House,Wallonia
Nivelles,1400,Exceptional_Property,648000,4.0,210.0,6066.0,4.0,To be done up,0,1,0,0.0,0,0.0,0,0,Brabant Wallon,House,Wallonia
Brussels,1120,House,679000,6.0,240.0,356.0,3.0,Good,0,1,1,150.0,1,50.0,0,0,Brussels,House,Brussels
Halle-Vilvoorde,1970,Villa,750000,4.0,233.0,716.0,4.0,To renovate,0,1,1,300.0,0,0.0,0,0,Vlaams-Brabant,House,Flanders
Verviers,4850,Villa,1300000,5.0,472.0,2031.0,4.0,As new,0,1,0,0.0,0,0.0,0,1,Liège,House,Wallonia
Liège,4100,House,149900,3.0,92.0,250.0,3.0,Good,0,1,1,100.0,1,10.0,0,0,Liège,House,Wallonia
Oudenaarde,9790,House,269000,3.0,165.0,940.0,4.0,To renovate,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Aalst,9400,House,279000,2.0,154.0,520.0,4.0,To renovate,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Gent,9860,House,575000,5.0,325.0,2830.0,3.0,To be done up,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Brussels,1030,House,595000,5.0,285.0,80.0,2.0,To renovate,0,0,0,0.0,1,20.0,0,0,Brussels,House,Brussels
Charleroi,6180,House,139000,2.0,85.0,350.0,3.0,To be done up,0,0,0,0.0,0,0.0,0,0,Hainaut,House,Wallonia
Liège,4610,House,249000,2.0,135.0,306.0,4.0,As new,0,1,1,100.0,1,20.0,0,0,Liège,House,Wallonia
Neufchâteau,6920,House,249000,4.0,185.0,250.0,3.0,Good,0,1,0,0.0,1,20.0,0,0,Luxembourg,House,Wallonia
Aalst,9506,House,269000,4.0,221.0,1224.0,4.0,To restore,0,0,1,1100.0,1,60.0,0,0,Oost-Vlaanderen,House,Flanders
Aalst,9500,House,275000,3.0,190.0,831.0,4.0,To be done up,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Aalst,9506,House,275000,3.0,190.0,831.0,4.0,To be done up,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Brugge,8000,House,320000,2.0,78.0,56.0,2.0,Good,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Brugge,8000,House,445000,3.0,166.0,186.0,3.0,As new,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Ath,7322,Villa,885000,5.0,436.0,3750.0,4.0,As new,0,1,1,3600.0,0,0.0,1,1,Hainaut,House,Wallonia
Oudenaarde,9681,Country_Cottage,2650000,8.0,,58720.0,4.0,Good,0,1,0,0.0,0,0.0,0,1,Oost-Vlaanderen,House,Flanders
Gent,9000,House,225000,2.0,79.0,38.0,,To be done up,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Antwerp,2060,House,329000,3.0,140.0,47.0,,Just renovated,0,1,0,0.0,0,0.0,0,0,Antwerp,House,Flanders
Gent,9000,House,407000,3.0,225.0,96.0,,To be done up,0,1,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Namur,5032,House,460000,3.0,150.0,1075.0,4.0,As new,0,0,0,0.0,0,0.0,0,0,Namur,House,Wallonia
Halle-Vilvoorde,1820,House,549000,5.0,230.0,,3.0,Just renovated,0,1,1,395.0,1,35.0,0,0,Vlaams-Brabant,House,Flanders
Brugge,8310,Villa,675000,6.0,243.0,600.0,,As new,0,0,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Antwerp,2600,House,742000,4.0,244.0,125.0,2.0,Just renovated,0,0,0,0.0,0,0.0,0,0,Antwerp,House,Flanders
Brussels,1200,House,790000,5.0,349.0,160.0,2.0,Good,1,1,1,60.0,1,14.0,0,0,Brussels,House,Brussels
Halle-Vilvoorde,1600,Villa,895000,4.0,338.0,843.0,4.0,As new,0,0,0,0.0,0,0.0,0,0,Vlaams-Brabant,House,Flanders
Mechelen,2870,House,208000,3.0,166.0,180.0,2.0,To renovate,0,1,0,0.0,1,20.0,0,0,Antwerp,House,Flanders
Nivelles,1300,Mixed_Use_Building,290000,1.0,121.0,90.0,2.0,Good,0,1,0,0.0,0,0.0,0,0,Brabant Wallon,Other,Wallonia
Nivelles,1330,Mixed_Use_Building,450000,6.0,322.0,1269.0,3.0,To restore,1,1,1,1269.0,0,0.0,0,0,Brabant Wallon,Other,Wallonia
Nivelles,1331,Mixed_Use_Building,450000,6.0,322.0,1269.0,3.0,To restore,1,1,1,1269.0,0,0.0,0,0,Brabant Wallon,Other,Wallonia
Nivelles,1340,House,480000,4.0,220.0,1680.0,3.0,Good,1,1,1,1680.0,1,15.0,0,0,Brabant Wallon,House,Wallonia
Oostend,8400,House,429000,4.0,175.0,153.0,,Good,0,0,1,80.0,1,25.0,0,0,West-Vlaanderen,House,Flanders
Virton,6741,House,460000,3.0,160.0,807.0,4.0,Good,0,0,0,0.0,0,0.0,0,0,Luxembourg,House,Wallonia
Aalst,9300,House,129000,2.0,130.0,180.0,2.0,To renovate,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Antwerp,2040,House,295000,3.0,201.0,160.0,,Good,0,1,0,0.0,0,0.0,0,0,Antwerp,House,Flanders
Oudenaarde,9750,House,450000,3.0,209.0,524.0,4.0,Good,0,1,1,140.0,1,33.0,0,0,Oost-Vlaanderen,House,Flanders
Oostend,8450,Villa,460000,3.0,184.0,600.0,,Good,0,1,0,0.0,0,0.0,0,0,West-Vlaanderen,House,Flanders
Liège,4620,House,229000,3.0,145.0,330.0,3.0,Good,0,1,1,200.0,1,50.0,0,1,Liège,House,Wallonia
Liège,4680,House,269000,2.0,80.0,144.0,3.0,Just renovated,0,1,1,30.0,1,25.0,0,0,Liège,House,Wallonia
Antwerp,2040,House,449000,2.0,176.0,918.0,,Good,0,1,1,918.0,0,0.0,0,0,Antwerp,House,Flanders
Dendermonde,9280,House,434000,3.0,180.0,857.0,3.0,As new,0,0,0,0.0,0,0.0,0,0,Oost-Vlaanderen,House,Flanders
Leuven,3140,Villa,465000,3.0,224.0,1000.0,,Not mentioned,0,0,0,0.0,0,0.0,0,0,Vlaams-Brabant,House,Flanders
