refnis,localité,année,période,nombre transactions - maison,prix médian(€)-maison,prix premier quartile(€)-maison,prix troisième quartile(€)-maison,nombre transactions-appartement,prix médian(€)-appartement,prix premier quartile(€)-appartement,prix troisième quartile(€)-appartement,,,,0
52000,ARRONDISSEMENT DE CHARLEROI,2015,Q4,160,210000,160000,265000,168,97500,62000,135000,,,,23
52000,ARRONDISSEMENT DE CHARLEROI,2016,Q1,92,200000,162000,236750,123,81250,63000,130000,,,,23
52000,ARRONDISSEMENT DE CHARLEROI,2016,Q2,153,210000,160000,265000,156,93500,75000,125000,,,,23
52000,ARRONDISSEMENT DE CHARLEROI,2016,Q3,126,223000,184000,285000,146,99000,75000,128500,,,,23
52000,ARRONDISSEMENT DE CHARLEROI,2016,Q4,139,210000,160000,250000,121,90000,70000,134000,,,,23
52000,ARRONDISSEMENT DE CHARLEROI,2017,Q1,142,200000,152000,250000,131,95000,75000,139450,,,,23
52000,ARRONDISSEMENT DE CHARLEROI,2017,Q2,115,197500,151000,259000,131,95000,75000,139000,,,,23
52000,ARRONDISSEMENT DE CHARLEROI,2017,Q3,102,200000,160000,270000,125,105500,72000,135000,,,,23
52000,ARRONDISSEMENT DE CHARLEROI,2017,Q4,131,202500,156250,250000,144,98250,66500,135000,,,,23
52000,ARRONDISSEMENT DE CHARLEROI,2018,Q1,128,227500,172500,280000,142,100000,70000,130000,,,,23
52000,ARRONDISSEMENT DE CHARLEROI,2018,Q2,122,215000,160000,290000,143,100500,69500,125000,,,,23
52000,ARRONDISSEMENT DE CHARLEROI,2018,Q3,152,203000,162500,288500,123,100000,72500,133000,,,,23
52000,ARRONDISSEMENT DE CHARLEROI,2018,Q4,154,210000,175000,270500,156,102500,75000,149000,,,,23
52000,ARRONDISSEMENT DE CHARLEROI,2019,Q1,132,215000,170000,270000,132,105500,78000,132250,,,,23
52000,ARRONDISSEMENT DE CHARLEROI,2019,Q2,136,220000,160000,285000,168,115000,72500,145000,,,,23
52000,ARRONDISSEMENT DE CHARLEROI,2019,Q3,149,227500,178750,290000,120,102000,76500,135000,,,,23
52000,ARRONDISSEMENT DE CHARLEROI,2019,Q4,148,240000,175000,300000,180,98000,70000,140000,,,,23
52000,ARRONDISSEMENT DE CHARLEROI,2020,Q1,132,250000,189000,306000,130,115000,80000,150000,,,,23
52000,ARRONDISSEMENT DE CHARLEROI,2020,Q2,113,242500,177000,308750,120,104000,79000,140000,,,,23
52000,ARRONDISSEMENT DE CHARLEROI,2020,Q3,120,230000,177500,280000,110,116000,80000,155000,,,,23
52000,ARRONDISSEMENT DE CHARLEROI,2020,Q4,174,258000,200000,310000,157,120000,80000,151500,,,,23
52000,ARRONDISSEMENT DE CHARLEROI,2021,Q1,150,245000,177500,302500,155,108000,78154,149000,,,,23
52000,ARRONDISSEMENT DE CHARLEROI,2021,Q2,128,250000,200000,300000,149,118000,85000,160000,,,,23
52000,ARRONDISSEMENT DE CHARLEROI,2021,Q3,124,260000,210000,320000,159,120000,89000,175000,,,,23
52000,ARRONDISSEMENT DE CHARLEROI,2021,Q4,173,272500,204000,347500,182,119000,85000,160000,,,,23
52000,ARRONDISSEMENT DE CHARLEROI,2022,Q1,141,257500,191000,322500,151,115000,79000,150000,,,,23
52000,ARRONDISSEMENT DE CHARLEROI,2022,Q2,118,280000,210000,340000,183,110000,81000,165000,,,,23
52000,ARRONDISSEMENT DE CHARLEROI,2022,Q3,141,275000,205000,340000,148,122500,93000,165000,,,,23
52000,ARRONDISSEMENT DE CHARLEROI,2022,Q4,149,285500,205000,345000,170,120000,85000,164000,,,,23
52000,ARRONDISSEMENT DE CHARLEROI,2023,Q1,154,285000,225000,370000,165,125000,91000,182500,,,,23
52000,ARRONDISSEMENT DE CHARLEROI,2023,Q2,108,268500,220000,350000,156,117500,85000,185000,,,,23
52000,ARRONDISSEMENT DE CHARLEROI,2023,Q3,121,290000,235000,360000,150,140000,100000,189000,,,,23
52000,ARRONDISSEMENT DE CHARLEROI,2023,Q4,149,270000,200000,360000,181,130000,93000,175000,,,,23
52000,ARRONDISSEMENT DE CHARLEROI,2024,Q1,124,270000,212000,345000,134,120000,83000,169000,,,,23
52000,ARRONDISSEMENT DE CHARLEROI,2024,Q2,136,274500,210000,350000,204,118250,89500,161500,,,,23
53000,ARRONDISSEMENT DE MONS,2010,Q1,98,180000,142000,220000,37,110000,100000,142500,,,,24
53000,ARRONDISSEMENT DE MONS,2010,Q2,101,175000,150000,219500,48,120000,88000,140000,,,,24
53000,ARRONDISSEMENT DE MONS,2010,Q3,109,190000,155000,230000,53,102000,75000,135000,,,,24
53000,ARRONDISSEMENT DE MONS,2010,Q4,87,190000,140000,230000,51,104500,90000,136500,,,,24
53000,ARRONDISSEMENT DE MONS,2011,Q1,107,190000,160000,231000,59,103000,90000,150000,,,,24
53000,ARRONDISSEMENT DE MONS,2011,Q2,112,205000,163100,250000,61,110000,89750,140000,,,,24
53000,ARRONDISSEMENT DE MONS,2011,Q3,108,180000,143750,230000,40,112500,90000,162000,,,,24
53000,ARRONDISSEMENT DE MONS,2011,Q4,133,190000,157500,240000,55,132000,102500,155000,,,,24
53000,ARRONDISSEMENT DE MONS,2012,Q1,102,181500,150000,240000,51,113000,90000,140000,,,,24
53000,ARRONDISSEMENT DE MONS,2012,Q2,95,198500,149000,250000,45,120000,92500,150000,,,,24
53000,ARRONDISSEMENT DE MONS,2012,Q3,110,190000,150000,225000,43,123000,85000,154000,,,,24
53000,ARRONDISSEMENT DE MONS,2012,Q4,131,187000,140000,220000,47,115000,86000,144000,,,,24
53000,ARRONDISSEMENT DE MONS,2013,Q1,102,212500,140000,260000,49,120000,80000,150000,,,,24
53000,ARRONDISSEMENT DE MONS,2013,Q2,113,187000,151250,242500,53,140000,95000,170000,,,,24
53000,ARRONDISSEMENT DE MONS,2013,Q3,121,190000,150000,250000,49,112500,90000,155000,,,,24
53000,ARRONDISSEMENT DE MONS,2013,Q4,109,200000,160000,250000,37,120000,95000,145000,,,,24
53000,ARRONDISSEMENT DE MONS,2014,Q1,92,187000,145000,240000,50,122000,102000,158000,,,,24
53000,ARRONDISSEMENT DE MONS,2014,Q2,107,200000,140000,255000,44,130000,90000,170000,,,,24
53000,ARRONDISSEMENT DE MONS,2014,Q3,101,200000,156000,270000,61,100000,81323,137500,,,,24
53000,ARRONDISSEMENT DE MONS,2014,Q4,138,195000,125000,240000,60,119500,101750,147500,,,,24
53000,ARRONDISSEMENT DE MONS,2015,Q1,90,208000,140000,275000,59,125000,102500,160000,,,,24
53000,ARRONDISSEMENT DE MONS,2015,Q2,96,192500,150000,237500,48,120000,85000,155000,,,,24
53000,ARRONDISSEMENT DE MONS,2015,Q3,103,198000,150000,235000,59,137000,110000,160000,,,,24
53000,ARRONDISSEMENT DE MONS,2015,Q4,126,192250,164000,261250,67,136500,112500,167500,,,,24
53000,ARRONDISSEMENT DE MONS,2016,Q1,87,197500,150000,285000,48,133000,100000,170000,,,,24
53000,ARRONDISSEMENT DE MONS,2016,Q2,128,200000,150000,247500,69,135750,110000,175000,,,,24
53000,ARRONDISSEMENT DE MONS,2016,Q3,114,186250,140000,275000,56,119000,105000,135000,,,,24
53000,ARRONDISSEMENT DE MONS,2016,Q4,137,190000,142500,250000,52,119500,95000,146876,,,,24
53000,ARRONDISSEMENT DE MONS,2017,Q1,114,190000,140000,265000,59,121000,105000,155000,,,,24
53000,ARRONDISSEMENT DE MONS,2017,Q2,145,190000,145000,250000,81,129000,100000,148000,,,,24
53000,ARRONDISSEMENT DE MONS,2017,Q3,93,180000,135000,240000,64,120000,95000,160000,,,,24
53000,ARRONDISSEMENT DE MONS,2017,Q4,133,200000,160000,260000,68,125000,100000,160000,,,,24
53000,ARRONDISSEMENT DE MONS,2018,Q1,108,200000,140000,260000,60,120000,90000,150000,,,,24
53000,ARRONDISSEMENT DE MONS,2018,Q2,120,212500,165000,275000,55,125000,90000,160000,,,,24
53000,ARRONDISSEMENT DE MONS,2018,Q3,139,214750,155000,260000,80,140000,104000,165000,,,,24
53000,ARRONDISSEMENT DE MONS,2018,Q4,144,190000,147000,235000,70,135500,105000,180000,,,,24
53000,ARRONDISSEMENT DE MONS,2019,Q1,118,226250,169000,275000,62,142500,110000,168500,,,,24
53000,ARRONDISSEMENT DE MONS,2019,Q2,123,215000,170000,270000,85,130000,115000,160000,,,,24
53000,ARRONDISSEMENT DE MONS,2019,Q3,128,215000,170000,275000,62,145000,115000,173500,,,,24
53000,ARRONDISSEMENT DE MONS,2019,Q4,128,200000,165000,265000,80,137500,115000,165000,,,,24
53000,ARRONDISSEMENT DE MONS,2020,Q1,103,218000,180000,270000,65,135000,110000,169000,,,,24
53000,ARRONDISSEMENT DE MONS,2020,Q2,118,230000,177500,290000,86,138250,110000,175750,,,,24
53000,ARRONDISSEMENT DE MONS,2020,Q3,114,230000,165000,280000,62,148500,120000,175000,,,,24
53000,ARRONDISSEMENT DE MONS,2020,Q4,162,230000,170000,300000,106,135000,111000,170000,,,,24
53000,ARRONDISSEMENT DE MONS,2021,Q1,141,245000,185000,290000,87,145000,119000,183500,,,,24
53000,ARRONDISSEMENT DE MONS,2021,Q2,129,227500,170000,290000,92,157500,120000,185000,,,,24
53000,ARRONDISSEMENT DE MONS,2021,Q3,124,250000,185000,302500,92,142000,113000,176000,,,,24
53000,ARRONDISSEMENT DE MONS,2021,Q4,155,250000,185000,305000,92,160000,116400,195000,,,,24
53000,ARRONDISSEMENT DE MONS,2022,Q1,133,255000,202000,324000,66,150000,120000,187000,,,,24
53000,ARRONDISSEMENT DE MONS,2022,Q2,129,250000,170000,305000,101,159500,125000,199500,,,,24
53000,ARRONDISSEMENT DE MONS,2022,Q3,120,270000,210000,340000,66,152500,115000,175000,,,,24
53000,ARRONDISSEMENT DE MONS,2022,Q4,120,255000,180000,340000,121,167500,130000,195000,,,,24
53000,ARRONDISSEMENT DE MONS,2023,Q1,116,250000,191000,320000,98,170000,132500,193500,,,,24
53000,ARRONDISSEMENT DE MONS,2023,Q2,119,250000,194000,300000,147,185000,135000,197500,,,,24
53000,ARRONDISSEMENT DE MONS,2023,Q3,118,259000,200000,340000,161,161500,120000,189400,,,,24
53000,ARRONDISSEMENT DE MONS,2023,Q4,139,270000,215000,350000,111,174007,130000,210000,,,,24
53000,ARRONDISSEMENT DE MONS,2024,Q1,113,252000,195000,315000,73,160000,119000,180000,,,,24
53000,ARRONDISSEMENT DE MONS,2024,Q2,91,250000,200000,322000,93,163500,132500,202500,,,,24
55000,ARRONDISSEMENT DE SOIGNIES,2010,Q1,57,235000,200000,280000,23,110000,90000,140000,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2010,Q2,53,220000,165000,260000,21,102000,85000,140000,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2010,Q3,52,228500,164500,275000,15,,,,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2010,Q4,46,222500,187000,290000,14,,,,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2011,Q1,42,222500,197000,310000,22,104000,90000,130000,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2011,Q2,50,225000,175000,285000,27,129000,105000,150000,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2011,Q3,53,250000,200000,275000,24,124000,96500,160000,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2011,Q4,60,250000,212500,329000,16,114000,97500,135000,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2012,Q1,30,282500,210000,320000,12,,,,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2012,Q2,56,255000,182500,295000,17,184486,125974,196012,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2012,Q3,56,240000,177500,299500,15,,,,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2012,Q4,63,235000,195000,300000,33,130000,88000,165000,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2013,Q1,39,200000,181000,280000,20,140000,105000,185000,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2013,Q2,46,273750,200000,306000,23,140000,105000,193000,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2013,Q3,53,247500,205500,311626,25,132500,100000,162500,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2013,Q4,49,245000,210000,295000,25,150000,95000,170000,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2014,Q1,56,238750,166500,277000,32,113500,67500,140000,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2014,Q2,54,212500,160000,280000,25,121500,88000,152500,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2014,Q3,52,244250,145000,302500,26,130000,120000,160000,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2014,Q4,65,250000,205000,305000,27,146500,90000,200000,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2015,Q1,42,258750,210000,310000,22,147500,117500,160000,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2015,Q2,40,227500,175000,268500,22,125000,95000,140000,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2015,Q3,59,250000,207000,303750,14,,,,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2015,Q4,63,247000,185000,285000,28,155000,125000,187500,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2016,Q1,50,220000,170000,285000,20,147500,111000,180000,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2016,Q2,62,250000,187750,295000,31,125000,110000,155000,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2016,Q3,46,249000,170000,300000,32,140000,115000,160000,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2016,Q4,50,250000,190000,310000,16,130000,100000,175000,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2017,Q1,55,255000,195000,305000,25,153000,120000,175000,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2017,Q2,50,243500,210000,325000,23,120000,89000,170000,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2017,Q3,76,275000,225000,305000,29,155000,125000,177500,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2017,Q4,63,249500,190000,305000,26,145000,112000,183000,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2018,Q1,49,260000,210000,330000,36,129000,97500,162500,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2018,Q2,50,266250,203000,315000,38,145000,112500,195500,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2018,Q3,57,256000,213500,312500,25,150000,130000,185000,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2018,Q4,70,283000,232500,331250,22,165000,130000,197000,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2019,Q1,49,290000,230000,380000,29,135000,126000,163900,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2019,Q2,67,265000,225000,328000,23,140000,115000,165000,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2019,Q3,64,255000,225000,315000,29,168000,139000,187000,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2019,Q4,66,285000,223000,335000,45,167500,138500,210000,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2020,Q1,44,290000,210000,347000,17,150000,122000,200000,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2020,Q2,38,315000,250000,355000,31,180000,150000,200000,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2020,Q3,51,290000,230000,340000,20,164000,93750,192500,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2020,Q4,75,285000,237500,349500,35,175000,150000,197500,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2021,Q1,51,290000,235000,352500,37,153000,140000,200000,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2021,Q2,53,300000,220000,375000,35,161500,135000,192500,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2021,Q3,68,305000,271000,370000,38,163000,135000,188000,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2021,Q4,76,300000,226000,349500,24,162000,140000,195000,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2022,Q1,66,345000,255000,425000,25,152500,121000,175000,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2022,Q2,63,350000,260000,402000,38,168500,145000,210000,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2022,Q3,71,330000,265000,430000,29,171000,132500,213500,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2022,Q4,66,305000,260000,370000,24,190000,160000,230000,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2023,Q1,55,287500,220000,400000,28,184000,145000,233000,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2023,Q2,43,325000,265000,400000,35,180000,150000,222254,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2023,Q3,52,342500,265000,390000,33,183000,160000,251000,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2023,Q4,64,350000,252500,426250,33,184000,160000,249000,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2024,Q1,54,350000,238000,430000,32,190500,155000,240000,,,,25
55000,ARRONDISSEMENT DE SOIGNIES,2024,Q2,54,317050,255000,395000,29,180000,148000,210000,,,,25
56000,ARRONDISSEMENT DE THUIN,2010,Q1,87,161200,89000,210000,7,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2010,Q2,112,150000,95000,195000,12,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2010,Q3,104,160000,105000,210000,8,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2010,Q4,112,160000,115000,195000,7,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2011,Q1,100,180000,107500,230000,7,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2011,Q2,95,162500,107500,200000,8,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2011,Q3,102,162500,100000,210000,7,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2011,Q4,119,170000,110000,208000,9,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2012,Q1,75,165000,115000,220000,4,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2012,Q2,100,180000,127500,235000,8,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2012,Q3,97,150000,89000,210000,7,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2012,Q4,119,160250,105000,225000,11,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2013,Q1,64,165000,102500,210000,9,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2013,Q2,76,160000,110000,210000,6,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2013,Q3,90,170000,107000,210000,8,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2013,Q4,98,165000,108750,222500,5,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2014,Q1,77,160000,120000,205000,7,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2014,Q2,86,150000,112000,199327,14,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2014,Q3,112,160000,111500,222000,9,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2014,Q4,123,155000,122500,206750,7,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2015,Q1,72,175000,137500,235000,12,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2015,Q2,76,179000,130000,215000,10,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2015,Q3,100,165000,125000,235000,12,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2015,Q4,106,180000,110000,220000,13,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2016,Q1,70,157500,115000,212500,5,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2016,Q2,102,157003,117000,210000,7,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2016,Q3,100,175000,100000,232500,11,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2016,Q4,123,165000,120000,230000,7,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2017,Q1,104,171250,130000,225000,9,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2017,Q2,91,155000,100000,210000,9,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2017,Q3,101,174000,117500,225000,9,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2017,Q4,116,172500,109500,225000,9,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2018,Q1,110,176750,125000,230000,5,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2018,Q2,118,175000,127575,240000,12,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2018,Q3,116,165000,115000,250000,11,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2018,Q4,145,179000,135000,230000,2,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2019,Q1,117,180000,140000,255000,8,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2019,Q2,105,175000,125000,250000,15,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2019,Q3,104,180000,125000,247500,8,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2019,Q4,110,191000,140000,242500,11,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2020,Q1,102,210000,140000,255000,15,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2020,Q2,103,180000,104500,237500,15,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2020,Q3,104,180000,130000,250000,11,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2020,Q4,131,195000,135000,275000,10,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2021,Q1,112,205000,132500,282500,11,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2021,Q2,113,195000,120000,285000,13,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2021,Q3,122,181500,122500,287500,6,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2021,Q4,140,200000,126000,280000,11,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2022,Q1,97,215500,130000,292500,13,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2022,Q2,114,222500,135000,270500,9,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2022,Q3,98,207500,155000,308000,14,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2022,Q4,105,186000,130000,284000,11,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2023,Q1,98,225000,155000,310000,7,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2023,Q2,92,221651,150000,320000,13,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2023,Q3,87,245000,112000,320000,17,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2023,Q4,143,230000,145000,310000,15,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2024,Q1,75,240000,160000,288750,10,,,,,,,26
56000,ARRONDISSEMENT DE THUIN,2024,Q2,103,220000,133000,310000,16,,,,,,,26
57000,ARRONDISSEMENT DE TOURNAI,2010,Q1,112,190000,139000,245000,37,118000,89325,150000,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2010,Q2,120,205000,150600,271500,35,115000,88059,155000,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2010,Q3,130,211000,160000,275000,35,125000,85000,167500,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2010,Q4,146,190000,155408,250000,32,123500,76500,152500,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2011,Q1,128,199000,141000,265000,38,132500,95000,180000,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2011,Q2,138,200000,150000,260000,63,116000,82500,155000,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2011,Q3,128,212500,155000,265000,38,142500,109000,190000,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2011,Q4,123,200000,140000,261634,54,124192,88000,160000,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2012,Q1,85,190000,125035,252000,36,111500,95000,150000,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2012,Q2,124,187500,147500,252500,43,135000,102000,180000,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2012,Q3,131,225000,170000,275000,47,125000,105000,145000,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2012,Q4,158,217500,150000,275000,56,120000,87500,162500,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2013,Q1,98,190000,140000,285000,32,138750,100000,171250,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2013,Q2,121,200000,135000,275000,48,120000,98000,145000,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2013,Q3,136,207500,151360,266000,40,120000,82500,162000,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2013,Q4,107,198000,150000,285000,37,115000,80000,145000,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2014,Q1,111,185000,150000,257000,49,134000,100000,175000,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2014,Q2,106,202500,150000,275000,44,125000,92000,170000,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2014,Q3,111,190000,133000,275000,35,134000,95000,165000,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2014,Q4,167,210000,158000,270000,66,135000,119000,170000,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2015,Q1,120,210000,162500,277500,49,150000,100000,171263,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2015,Q2,148,200000,152500,260000,49,137000,100000,180000,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2015,Q3,137,220000,180000,265000,40,138000,110000,180000,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2015,Q4,177,210000,160000,266000,36,132000,105000,165000,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2016,Q1,99,215000,160000,278000,52,136000,104000,185000,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2016,Q2,118,220000,175000,310000,57,110000,67000,155000,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2016,Q3,147,212500,160000,279000,72,115000,90000,150000,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2016,Q4,133,235000,160000,290000,51,130000,101500,168000,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2017,Q1,126,199000,140000,272000,57,116000,80000,160000,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2017,Q2,160,230000,160000,320000,62,125000,94000,176000,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2017,Q3,132,225000,180000,285000,33,110000,85000,150000,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2017,Q4,155,210000,157000,272500,48,129500,96000,169000,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2018,Q1,157,220000,160000,275000,66,122500,85000,195000,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2018,Q2,141,240000,180000,310000,60,129000,109000,160000,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2018,Q3,154,225000,175000,300000,64,150000,110000,175000,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2018,Q4,175,220000,170000,280000,61,141000,109000,185000,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2019,Q1,137,226250,177500,320000,72,120000,98000,143250,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2019,Q2,141,235000,162600,315000,71,135000,110000,160000,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2019,Q3,125,250000,175000,340000,74,128500,98000,150000,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2019,Q4,168,235000,180000,310000,59,130000,100500,163750,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2020,Q1,137,239000,170000,320000,82,150000,115000,175000,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2020,Q2,126,240000,175000,327500,69,136500,97500,175000,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2020,Q3,156,265000,198000,330000,43,150000,105000,185000,,,,27
57000,ARRONDISSEMENT DE TOURNAI,2020,Q4,192,265000,189000,340000,90,155000,115500,206000,,,,27
